id,date,product,category,quantity_sold,revenue,profit
US-2016-108504,2/5/2016,Phones,Technology,3,104.85,28.3095
US-2016-108504,2/5/2016,Phones,Technology,3,484.83,126.0558
US-2016-108504,2/5/2016,Paper,Office Supplies,3,122.97,60.2553
US-2016-108504,2/5/2016,Storage,Office Supplies,3,154.44,1.5444
US-2016-108504,2/5/2016,Paper,Office Supplies,7,342.37,160.9139
CA-2017-124828,7/3/2017,Art,Office Supplies,3,9.552,1.5522
US-2017-117247,10/9/2017,Tables,Furniture,5,652.45,-430.617
US-2017-117247,10/9/2017,Tables,Furniture,3,66.645,-42.6528
CA-2016-124485,11/24/2016,Binders,Office Supplies,4,17.216,6.0256
CA-2016-124485,11/24/2016,Paper,Office Supplies,2,11.56,5.6644
CA-2016-124485,11/24/2016,Accessories,Technology,4,88.4,11.492
CA-2016-124485,11/24/2016,Paper,Office Supplies,1,6.48,3.1104
CA-2016-159212,11/1/2016,Phones,Technology,2,21.8,6.104
CA-2016-159212,11/1/2016,Envelopes,Office Supplies,3,251.79,118.3413
US-2016-161396,4/19/2016,Tables,Furniture,2,205.176,-58.1332
US-2016-161396,4/19/2016,Paper,Office Supplies,5,419.4,146.79
US-2014-118486,4/6/2014,Supplies,Office Supplies,1,10.304,-2.1896
US-2014-118486,4/6/2014,Tables,Furniture,3,154.764,-36.1116
US-2014-118486,4/6/2014,Accessories,Technology,2,116.784,21.897
CA-2016-130407,9/2/2016,Art,Office Supplies,2,75.48,19.6248
CA-2016-130407,9/2/2016,Furnishings,Furniture,2,39.98,9.995
US-2016-122245,9/25/2016,Tables,Furniture,3,393.165,-204.4458
CA-2017-105144,11/4/2017,Labels,Office Supplies,2,23.68,8.88
CA-2016-136329,7/9/2016,Chairs,Furniture,2,408.006,72.5344
CA-2016-136329,7/9/2016,Furnishings,Furniture,4,165.28,14.8752
CA-2014-146640,6/30/2014,Binders,Office Supplies,7,334.768,108.7996
CA-2017-115994,1/28/2017,Accessories,Technology,3,239.97,26.3967
CA-2017-115994,1/28/2017,Furnishings,Furniture,3,37.74,12.8316
CA-2015-126697,9/21/2015,Phones,Technology,7,946.344,118.293
CA-2015-126697,9/21/2015,Accessories,Technology,3,151.2,32.13
CA-2015-126697,9/21/2015,Furnishings,Furniture,4,4.928,-1.4784
CA-2015-124800,9/26/2015,Paper,Office Supplies,4,86.272,31.2736
CA-2015-124800,9/26/2015,Binders,Office Supplies,2,72.588,-48.392
CA-2015-124800,9/26/2015,Appliances,Office Supplies,2,60.672,14.4096
CA-2015-124800,9/26/2015,Binders,Office Supplies,9,77.031,-59.0571
CA-2015-124800,9/26/2015,Storage,Office Supplies,6,119.904,-1.4988
CA-2015-124800,9/26/2015,Phones,Technology,5,263.96,23.0965
CA-2015-124800,9/26/2015,Storage,Office Supplies,4,363.648,-86.3664
US-2015-164448,10/31/2015,Binders,Office Supplies,2,9.728,3.2832
US-2015-164448,10/31/2015,Envelopes,Office Supplies,5,14.75,7.08
US-2015-164448,10/31/2015,Binders,Office Supplies,5,29.8,9.3125
US-2015-164448,10/31/2015,Labels,Office Supplies,14,427.42,196.6132
CA-2017-122700,11/26/2017,Phones,Technology,8,220.752,-40.4712
CA-2014-120768,12/19/2014,Binders,Office Supplies,6,152.76,74.8524
CA-2014-120768,12/19/2014,Supplies,Office Supplies,1,7.27,1.9629
CA-2014-120768,12/19/2014,Chairs,Furniture,14,1819.86,163.7874
US-2016-153129,12/26/2016,Paper,Office Supplies,5,33.9,15.594
CA-2017-106852,6/20/2017,Paper,Office Supplies,6,31.104,10.8864
CA-2017-106852,6/20/2017,Art,Office Supplies,2,5.248,0.5904
CA-2015-139731,10/15/2015,Accessories,Technology,3,263.88,42.8805
CA-2015-139731,10/15/2015,Chairs,Furniture,5,2453.43,-350.49
CA-2017-122735,4/12/2017,Binders,Office Supplies,5,29.7,13.365
CA-2017-122735,4/12/2017,Paper,Office Supplies,4,39.96,17.982
CA-2017-128160,12/19/2017,Binders,Office Supplies,2,36.672,11.46
CA-2017-117695,8/5/2017,Paper,Office Supplies,2,13.76,6.3296
CA-2015-166135,10/1/2015,Storage,Office Supplies,4,139.424,17.428
CA-2016-133725,5/23/2016,Phones,Technology,9,1979.928,148.4946
CA-2017-102337,6/13/2017,Storage,Office Supplies,4,164.736,-39.1248
CA-2017-102337,6/13/2017,Chairs,Furniture,7,470.302,-87.3418
CA-2017-102337,6/13/2017,Phones,Technology,2,47.984,5.998
US-2014-112564,4/23/2014,Binders,Office Supplies,3,2.502,-1.7514
CA-2015-145821,5/1/2015,Phones,Technology,3,88.752,11.094
US-2015-160150,7/19/2015,Binders,Office Supplies,1,2.025,-1.35
CA-2016-133711,11/26/2016,Paper,Office Supplies,7,70.98,34.7802
CA-2016-133711,11/26/2016,Binders,Office Supplies,3,91.68,45.84
CA-2016-133711,11/26/2016,Binders,Office Supplies,5,33.75,16.875
CA-2016-133711,11/26/2016,Machines,Technology,8,3040.0,1459.2
CA-2017-148474,6/12/2017,Binders,Office Supplies,3,91.2,41.952
CA-2017-148474,6/12/2017,Tables,Furniture,3,452.94,67.941
CA-2015-111297,8/17/2015,Binders,Office Supplies,9,52.2,23.49
CA-2016-123722,9/25/2016,Labels,Office Supplies,4,15.936,5.1792
CA-2014-155271,5/4/2014,Furnishings,Furniture,2,27.46,9.8856
CA-2015-119907,12/1/2015,Binders,Office Supplies,2,55.424,19.3984
US-2016-128902,3/11/2016,Tables,Furniture,2,244.006,-31.3722
CA-2016-152289,8/26/2016,Accessories,Technology,2,159.984,43.9956
CA-2016-152289,8/26/2016,Chairs,Furniture,6,1024.716,-29.2776
US-2016-104794,12/16/2016,Fasteners,Office Supplies,2,3.68,1.8032
CA-2014-151708,8/8/2014,Furnishings,Furniture,4,121.376,-3.0344
CA-2014-151708,8/8/2014,Accessories,Technology,3,95.976,-10.7973
CA-2015-100769,5/16/2015,Accessories,Technology,4,255.968,31.996
CA-2017-139199,12/9/2017,Chairs,Furniture,3,872.94,226.9644
CA-2017-139199,12/9/2017,Binders,Office Supplies,2,41.54,19.5238
CA-2017-139199,12/9/2017,Paper,Office Supplies,2,12.96,6.2208
US-2015-161466,9/24/2015,Art,Office Supplies,2,6.848,0.5992
CA-2017-164959,7/11/2017,Labels,Office Supplies,3,8.67,4.0749
US-2015-105676,12/1/2015,Furnishings,Furniture,4,6.688,-4.0128
CA-2016-113138,11/19/2016,Art,Office Supplies,6,17.28,5.0112
CA-2016-113138,11/19/2016,Binders,Office Supplies,3,17.712,6.4206
US-2017-104955,3/19/2017,Labels,Office Supplies,7,28.91,13.2986
CA-2016-121958,11/13/2016,Supplies,Office Supplies,7,52.136,5.8653
CA-2017-121468,11/19/2017,Phones,Technology,4,31.968,2.3976
US-2016-108455,12/2/2016,Paper,Office Supplies,4,25.92,12.4416
US-2016-108455,12/2/2016,Paper,Office Supplies,7,40.46,19.8254
US-2016-108455,12/2/2016,Storage,Office Supplies,3,33.87,8.8062
CA-2017-101210,8/25/2017,Art,Office Supplies,2,9.728,1.7024
CA-2017-101210,8/25/2017,Paper,Office Supplies,1,3.424,1.07
US-2016-108098,10/14/2016,Accessories,Technology,3,177.0,30.09
CA-2014-119032,11/27/2014,Fasteners,Office Supplies,2,3.76,1.316
CA-2015-140410,11/3/2015,Phones,Technology,7,1212.848,106.1242
CA-2015-140410,11/3/2015,Accessories,Technology,3,89.97,37.7874
CA-2015-140410,11/3/2015,Furnishings,Furniture,3,42.6,16.614
CA-2014-136280,11/29/2014,Labels,Office Supplies,2,5.04,1.764
CA-2017-151911,4/30/2017,Envelopes,Office Supplies,4,62.96,28.332
CA-2017-166436,11/24/2017,Paper,Office Supplies,1,5.88,2.8812
CA-2017-166436,11/24/2017,Chairs,Furniture,6,977.292,173.7408
CA-2017-139661,10/30/2017,Furnishings,Furniture,2,9.64,3.6632
CA-2014-123925,12/17/2014,Art,Office Supplies,3,40.05,11.214
CA-2017-152485,9/4/2017,Art,Office Supplies,7,10.192,3.185
CA-2017-152485,9/4/2017,Storage,Office Supplies,1,16.784,-0.2098
CA-2017-152485,9/4/2017,Art,Office Supplies,5,13.12,3.772
CA-2016-141586,10/17/2016,Binders,Office Supplies,5,18.16,6.583
CA-2017-130386,11/12/2017,Paper,Office Supplies,3,16.056,5.8203
CA-2017-130386,11/12/2017,Paper,Office Supplies,9,223.056,69.705
CA-2017-130386,11/12/2017,Storage,Office Supplies,3,540.048,-47.2542
CA-2016-100468,11/24/2016,Phones,Technology,2,33.52,3.352
CA-2016-100468,11/24/2016,Furnishings,Furniture,2,9.94,3.0814
CA-2015-153388,8/1/2015,Art,Office Supplies,4,6.72,3.36
CA-2015-153388,8/1/2015,Tables,Furniture,6,1004.976,-175.8708
CA-2017-154935,12/24/2017,Binders,Office Supplies,3,17.88,5.5875
CA-2016-134208,9/17/2016,Machines,Technology,4,396.0,190.08
CA-2017-108294,12/10/2017,Binders,Office Supplies,3,34.5,15.525
CA-2017-103611,9/12/2017,Furnishings,Furniture,2,8.36,3.0096
CA-2017-100384,6/24/2017,Art,Office Supplies,8,385.6,111.824
CA-2017-100384,6/24/2017,Art,Office Supplies,9,35.82,11.8206
CA-2017-112809,8/18/2017,Storage,Office Supplies,3,200.064,12.504
CA-2017-112809,8/18/2017,Binders,Office Supplies,5,21.38,-33.139
CA-2017-112809,8/18/2017,Binders,Office Supplies,4,6.744,-11.4648
US-2017-160759,12/11/2017,Chairs,Furniture,1,63.686,-9.098
CA-2017-148446,12/10/2017,Tables,Furniture,4,1669.6,116.872
CA-2014-111059,2/3/2014,Binders,Office Supplies,2,83.84,27.248
CA-2014-111059,2/3/2014,Binders,Office Supplies,3,13.272,4.3134
CA-2017-116204,2/11/2017,Binders,Office Supplies,7,21.336,7.7343
CA-2017-109946,4/16/2017,Art,Office Supplies,5,16.52,2.065
CA-2015-144806,12/6/2015,Furnishings,Furniture,6,206.112,48.9516
CA-2015-144806,12/6/2015,Paper,Office Supplies,5,19.92,6.723
CA-2015-144806,12/6/2015,Paper,Office Supplies,8,198.272,61.96
CA-2015-144806,12/6/2015,Storage,Office Supplies,6,247.104,-58.6872
CA-2015-144806,12/6/2015,Art,Office Supplies,6,86.304,9.7092
CA-2016-122392,7/22/2016,Art,Office Supplies,2,4.16,0.364
CA-2016-122392,7/22/2016,Furnishings,Furniture,2,11.648,3.3488
CA-2015-148432,11/7/2015,Fasteners,Office Supplies,7,26.18,0.5236
CA-2015-148432,11/7/2015,Paper,Office Supplies,2,7.3,3.431
CA-2015-103793,3/26/2015,Paper,Office Supplies,3,74.352,23.235
CA-2017-159884,8/31/2017,Storage,Office Supplies,1,10.744,0.8058
CA-2017-159884,8/31/2017,Fasteners,Office Supplies,3,8.376,2.7222
CA-2016-139885,12/4/2016,Storage,Office Supplies,6,212.88,0.0
CA-2017-124086,2/10/2017,Bookcases,Furniture,2,203.983,16.7986
CA-2016-112389,10/29/2016,Storage,Office Supplies,3,40.74,0.4074
CA-2016-112389,10/29/2016,Appliances,Office Supplies,3,11.67,3.0342
CA-2017-121888,9/15/2017,Phones,Technology,1,39.99,11.5971
CA-2017-121888,9/15/2017,Art,Office Supplies,2,16.28,6.512
CA-2017-121888,9/15/2017,Bookcases,Furniture,3,782.94,203.5644
CA-2017-121888,9/15/2017,Binders,Office Supplies,7,242.48,116.3904
CA-2014-166884,3/11/2014,Furnishings,Furniture,5,8.32,2.288
CA-2014-166884,3/11/2014,Fasteners,Office Supplies,6,10.464,1.7004
CA-2014-107181,2/4/2014,Binders,Office Supplies,3,82.896,29.0136
CA-2014-107181,2/4/2014,Paper,Office Supplies,4,34.24,16.0928
CA-2014-150245,12/31/2014,Bookcases,Furniture,7,1573.488,196.686
CA-2015-111395,11/23/2015,Paper,Office Supplies,4,335.52,117.432
CA-2015-111395,11/23/2015,Binders,Office Supplies,2,23.912,-40.6504
CA-2015-111395,11/23/2015,Storage,Office Supplies,2,27.056,2.3674
CA-2014-134278,7/6/2014,Copiers,Technology,1,559.992,174.9975
US-2017-124926,11/13/2017,Appliances,Office Supplies,6,9.324,-24.7086
CA-2016-159345,6/17/2016,Paper,Office Supplies,2,111.96,54.8604
CA-2014-130274,5/3/2014,Labels,Office Supplies,7,21.56,10.3488
CA-2017-158386,10/16/2017,Binders,Office Supplies,5,124.75,57.385
CA-2015-111507,2/6/2015,Art,Office Supplies,3,5.28,1.5312
CA-2017-120761,9/4/2017,Accessories,Technology,4,91.96,39.5428
CA-2016-109176,5/9/2016,Envelopes,Office Supplies,1,9.344,3.504
CA-2016-109176,5/9/2016,Art,Office Supplies,5,79.36,9.92
CA-2015-112116,3/16/2015,Tables,Furniture,2,171.96,44.7096
CA-2016-126809,4/9/2016,Binders,Office Supplies,9,35.352,12.8151
CA-2014-105172,4/4/2014,Labels,Office Supplies,6,18.9,9.072
CA-2017-107293,9/5/2017,Art,Office Supplies,1,2.78,0.7228
US-2017-102890,6/30/2017,Tables,Furniture,5,1044.63,-295.9785
CA-2015-158554,11/9/2015,Paper,Office Supplies,3,11.352,4.1151
CA-2014-116239,3/4/2014,Storage,Office Supplies,5,354.9,17.745
CA-2015-132101,3/19/2015,Phones,Technology,3,453.576,39.6879
CA-2015-129112,11/29/2015,Accessories,Technology,3,21.48,-0.2685
CA-2015-129112,11/29/2015,Binders,Office Supplies,4,8.784,-13.6152
US-2017-152002,6/11/2017,Paper,Office Supplies,3,122.97,60.2553
CA-2017-165029,11/26/2017,Art,Office Supplies,3,12.84,3.7236
US-2014-157385,11/23/2014,Chairs,Furniture,5,603.92,-67.941
US-2014-157385,11/23/2014,Envelopes,Office Supplies,3,21.84,10.4832
US-2014-157385,11/23/2014,Accessories,Technology,1,29.99,6.2979
US-2014-157385,11/23/2014,Chairs,Furniture,2,381.44,23.84
CA-2014-101602,12/15/2014,Phones,Technology,3,40.68,-9.153
CA-2014-101602,12/15/2014,Chairs,Furniture,5,763.28,-21.808
CA-2016-109057,4/22/2016,Storage,Office Supplies,2,23.952,2.3952
CA-2016-154403,5/23/2016,Paper,Office Supplies,1,4.98,2.4402
CA-2016-102456,2/27/2016,Appliances,Office Supplies,3,170.88,49.5552
CA-2015-131338,8/9/2015,Phones,Technology,2,307.98,89.3142
CA-2015-131338,8/9/2015,Tables,Furniture,9,382.806,-153.1224
CA-2015-131338,8/9/2015,Storage,Office Supplies,2,41.96,2.9372
CA-2015-131338,8/9/2015,Binders,Office Supplies,2,1217.568,456.588
CA-2015-131338,8/9/2015,Furnishings,Furniture,3,47.04,18.3456
CA-2015-131338,8/9/2015,Furnishings,Furniture,2,6.16,2.9568
CA-2015-131338,8/9/2015,Phones,Technology,5,979.95,274.386
CA-2015-131338,8/9/2015,Paper,Office Supplies,3,143.7,68.976
CA-2015-131338,8/9/2015,Fasteners,Office Supplies,3,10.65,5.0055
CA-2015-131338,8/9/2015,Accessories,Technology,4,247.8,34.692
CA-2016-109911,5/12/2016,Art,Office Supplies,4,10.96,2.9592
US-2016-132423,4/15/2016,Art,Office Supplies,7,33.488,5.8604
US-2016-132423,4/15/2016,Fasteners,Office Supplies,5,8.04,2.9145
CA-2015-122826,6/23/2015,Phones,Technology,4,201.568,22.6764
CA-2014-117317,10/19/2014,Paper,Office Supplies,3,13.44,6.5856
CA-2015-118423,3/24/2015,Bookcases,Furniture,3,359.058,-35.9058
CA-2017-149181,5/8/2017,Chairs,Furniture,2,47.992,-2.0568
CA-2017-132234,10/16/2017,Furnishings,Furniture,13,547.3,175.136
CA-2017-158876,11/19/2017,Paper,Office Supplies,4,16.896,5.28
CA-2017-158876,11/19/2017,Supplies,Office Supplies,1,6.672,0.5004
CA-2017-158876,11/19/2017,Art,Office Supplies,4,99.136,8.6744
CA-2017-158876,11/19/2017,Furnishings,Furniture,2,15.992,-13.993
CA-2016-164672,5/8/2016,Furnishings,Furniture,2,211.96,42.392
US-2016-132857,12/11/2016,Art,Office Supplies,3,6.672,1.668
CA-2017-116645,11/30/2017,Art,Office Supplies,6,155.94,45.2226
US-2016-115819,4/19/2016,Phones,Technology,5,39.96,12.987
US-2016-115819,4/19/2016,Art,Office Supplies,3,5.46,1.5288
US-2016-115819,4/19/2016,Art,Office Supplies,5,73.2,21.228
US-2016-115819,4/19/2016,Binders,Office Supplies,1,5.84,1.971
US-2016-115819,4/19/2016,Paper,Office Supplies,4,22.72,10.224
US-2016-115819,4/19/2016,Binders,Office Supplies,3,9.336,3.2676
CA-2014-156349,5/26/2014,Bookcases,Furniture,2,290.666,27.3568
CA-2014-156349,5/26/2014,Phones,Technology,2,201.584,20.1584
CA-2014-156349,5/26/2014,Phones,Technology,2,83.984,31.494
CA-2017-138380,12/21/2017,Storage,Office Supplies,7,1000.02,290.0058
US-2016-113509,3/15/2016,Accessories,Technology,3,83.976,-13.6461
CA-2015-130022,8/10/2015,Labels,Office Supplies,1,3.75,1.8
CA-2015-130022,8/10/2015,Labels,Office Supplies,4,41.4,19.872
CA-2015-130022,8/10/2015,Art,Office Supplies,3,29.79,12.5118
US-2016-118780,9/10/2016,Storage,Office Supplies,2,59.48,8.922
US-2016-118780,9/10/2016,Paper,Office Supplies,1,6.69,3.0774
CA-2017-108560,7/8/2017,Furnishings,Furniture,2,198.46,99.23
CA-2017-108560,7/8/2017,Labels,Office Supplies,8,786.48,385.3752
CA-2017-108560,7/8/2017,Binders,Office Supplies,2,23.168,7.8192
CA-2017-108560,7/8/2017,Accessories,Technology,2,50.0,10.5
CA-2015-157084,12/19/2015,Phones,Technology,5,675.96,84.495
CA-2015-157084,12/19/2015,Accessories,Technology,3,1265.85,556.974
CA-2015-164539,11/16/2015,Appliances,Office Supplies,5,523.25,141.2775
CA-2015-143119,9/24/2015,Chairs,Furniture,6,517.5,155.25
CA-2017-101049,6/21/2017,Furnishings,Furniture,5,17.92,2.464
CA-2017-101049,6/21/2017,Binders,Office Supplies,6,41.256,-34.38
CA-2016-106530,5/8/2016,Storage,Office Supplies,3,1006.056,88.0299
CA-2016-106530,5/8/2016,Paper,Office Supplies,2,10.688,3.7408
CA-2016-106530,5/8/2016,Paper,Office Supplies,2,10.368,3.6288
CA-2016-106530,5/8/2016,Storage,Office Supplies,2,25.12,1.57
CA-2016-106530,5/8/2016,Accessories,Technology,2,58.112,7.264
CA-2014-168984,11/26/2014,Paper,Office Supplies,3,15.552,5.4432
CA-2014-168984,11/26/2014,Storage,Office Supplies,5,669.08,-167.27
CA-2014-168984,11/26/2014,Phones,Technology,4,438.336,-87.6672
CA-2016-157266,5/26/2016,Paper,Office Supplies,3,19.44,9.3312
CA-2016-157266,5/26/2016,Binders,Office Supplies,2,9.64,4.4344
CA-2016-157266,5/26/2016,Paper,Office Supplies,2,12.7,5.842
CA-2016-157266,5/26/2016,Furnishings,Furniture,3,41.37,17.3754
US-2014-134712,11/29/2014,Fasteners,Office Supplies,2,12.624,3.945
CA-2015-111829,3/19/2015,Storage,Office Supplies,3,1247.64,349.3392
CA-2015-111829,3/19/2015,Copiers,Technology,7,3149.93,1480.4671
CA-2015-111829,3/19/2015,Paper,Office Supplies,2,209.7,100.656
CA-2015-105221,11/1/2015,Accessories,Technology,2,35.36,-3.094
CA-2015-105221,11/1/2015,Fasteners,Office Supplies,2,3.168,-0.7128
CA-2015-120341,9/26/2015,Binders,Office Supplies,6,121.104,-100.92
CA-2015-120341,9/26/2015,Phones,Technology,1,45.894,-9.1788
CA-2014-135699,8/29/2014,Paper,Office Supplies,2,109.92,53.8608
CA-2014-135699,8/29/2014,Paper,Office Supplies,2,13.36,6.4128
US-2017-132444,11/18/2017,Storage,Office Supplies,6,169.68,45.8136
US-2017-132444,11/18/2017,Accessories,Technology,4,132.52,54.3332
US-2017-132444,11/18/2017,Fasteners,Office Supplies,2,2.96,1.4208
US-2017-132444,11/18/2017,Binders,Office Supplies,2,8.448,2.9568
US-2017-132444,11/18/2017,Storage,Office Supplies,3,95.94,9.594
CA-2014-127159,5/12/2014,Furnishings,Furniture,7,34.79,10.7849
CA-2017-161809,1/20/2017,Phones,Technology,3,160.776,10.0485
CA-2017-127285,10/30/2017,Binders,Office Supplies,3,88.752,27.735
CA-2017-127285,10/30/2017,Binders,Office Supplies,2,13.904,5.214
CA-2017-144526,4/30/2017,Phones,Technology,5,677.58,-158.102
CA-2017-144526,4/30/2017,Binders,Office Supplies,3,13.896,-9.264
CA-2016-128531,11/24/2016,Storage,Office Supplies,5,41.92,3.668
CA-2016-128531,11/24/2016,Accessories,Technology,3,297.576,-7.4394
CA-2016-128531,11/24/2016,Fasteners,Office Supplies,3,4.344,0.8688
CA-2016-128531,11/24/2016,Accessories,Technology,2,94.992,-2.3748
CA-2016-128531,11/24/2016,Paper,Office Supplies,3,74.352,23.235
CA-2016-128531,11/24/2016,Art,Office Supplies,3,14.04,1.5795
US-2015-157154,1/10/2015,Tables,Furniture,4,1018.104,-373.3048
CA-2017-159457,10/19/2017,Phones,Technology,3,16.68,5.2125
CA-2016-107615,3/22/2016,Accessories,Technology,2,58.58,19.3314
CA-2017-111647,7/3/2017,Phones,Technology,4,167.968,62.988
CA-2015-150560,12/11/2015,Labels,Office Supplies,2,196.62,96.3438
CA-2015-143077,9/17/2015,Furnishings,Furniture,2,21.936,-10.4196
CA-2015-143077,9/17/2015,Binders,Office Supplies,3,6.588,-10.2114
CA-2016-122728,5/18/2016,Storage,Office Supplies,3,104.28,26.07
CA-2016-122728,5/18/2016,Paper,Office Supplies,3,17.94,8.7906
CA-2014-122882,9/7/2014,Storage,Office Supplies,1,64.784,-14.5764
CA-2014-122882,9/7/2014,Phones,Technology,3,32.382,4.3176
CA-2014-122882,9/7/2014,Furnishings,Furniture,2,42.368,8.4736
CA-2014-122882,9/7/2014,Machines,Technology,4,399.54,-559.356
US-2016-101497,9/29/2016,Paper,Office Supplies,1,18.97,9.1056
CA-2016-147585,11/7/2016,Furnishings,Furniture,3,14.82,6.2244
CA-2017-149489,4/24/2017,Appliances,Office Supplies,2,99.28,12.41
CA-2017-149489,4/24/2017,Binders,Office Supplies,2,1.188,-0.99
CA-2017-149489,4/24/2017,Binders,Office Supplies,2,7.518,-5.7638
CA-2017-143798,12/10/2017,Paper,Office Supplies,2,10.368,3.6288
CA-2017-143798,12/10/2017,Furnishings,Furniture,2,310.88,23.316
CA-2014-142839,8/16/2014,Tables,Furniture,6,853.092,-227.4912
CA-2017-129833,12/9/2017,Paper,Office Supplies,5,33.45,15.387
CA-2017-129833,12/9/2017,Binders,Office Supplies,5,10.4,5.096
US-2016-154361,3/14/2016,Furnishings,Furniture,5,21.88,6.2905
US-2016-158708,6/26/2016,Accessories,Technology,2,13.616,3.5742
CA-2015-156335,9/25/2015,Accessories,Technology,4,63.96,19.8276
CA-2015-156335,9/25/2015,Binders,Office Supplies,3,14.46,7.0854
CA-2015-156335,9/25/2015,Phones,Technology,2,104.98,52.49
CA-2015-148376,12/27/2015,Appliances,Office Supplies,2,106.96,31.0184
CA-2015-148376,12/27/2015,Labels,Office Supplies,7,21.56,10.3488
CA-2014-135657,6/3/2014,Tables,Furniture,6,515.88,113.4936
CA-2015-114069,7/13/2015,Binders,Office Supplies,2,11.808,4.2804
CA-2015-114069,7/13/2015,Chairs,Furniture,9,1931.04,321.84
CA-2015-114069,7/13/2015,Paper,Office Supplies,2,9.96,4.6812
CA-2014-139857,2/2/2014,Fasteners,Office Supplies,5,12.35,5.8045
CA-2016-106306,3/8/2016,Binders,Office Supplies,3,9.702,-7.1148
CA-2015-100545,11/22/2015,Binders,Office Supplies,2,11.61,-9.288
CA-2017-123491,10/30/2017,Labels,Office Supplies,6,43.86,20.6142
CA-2017-123491,10/30/2017,Phones,Technology,2,148.48,16.704
CA-2017-123491,10/30/2017,Paper,Office Supplies,2,7.42,3.71
CA-2017-123491,10/30/2017,Chairs,Furniture,1,71.992,-0.8999
CA-2017-123491,10/30/2017,Art,Office Supplies,5,19.9,6.567
CA-2017-123491,10/30/2017,Appliances,Office Supplies,14,1702.12,510.636
CA-2015-145401,1/30/2015,Paper,Office Supplies,6,14.304,5.0064
US-2017-124968,9/8/2017,Tables,Furniture,7,765.625,-566.5625
CA-2017-104003,10/7/2017,Bookcases,Furniture,2,307.666,-14.4784
CA-2016-154788,4/30/2016,Binders,Office Supplies,2,7.712,2.7956
CA-2016-169943,5/19/2016,Appliances,Office Supplies,5,242.9,70.441
CA-2016-169943,5/19/2016,Storage,Office Supplies,5,454.9,0.0
CA-2016-169943,5/19/2016,Furnishings,Furniture,4,35.92,15.0864
CA-2016-169943,5/19/2016,Furnishings,Furniture,8,39.76,12.3256
CA-2016-169943,5/19/2016,Binders,Office Supplies,4,47.744,14.92
US-2015-123218,12/20/2015,Phones,Technology,2,159.984,11.9988
US-2015-123218,12/20/2015,Accessories,Technology,4,255.968,51.1936
US-2015-123218,12/20/2015,Bookcases,Furniture,3,359.058,-71.8116
CA-2015-127453,12/19/2015,Appliances,Office Supplies,3,434.352,43.4352
CA-2015-127453,12/19/2015,Appliances,Office Supplies,2,3.552,0.444
CA-2015-127453,12/19/2015,Appliances,Office Supplies,4,88.832,7.7728
US-2017-164056,4/29/2017,Tables,Furniture,5,1048.35,-69.89
CA-2016-106894,2/7/2016,Accessories,Technology,4,100.0,21.0
CA-2016-106894,2/7/2016,Labels,Office Supplies,3,7.83,3.6018
CA-2014-125136,9/28/2014,Paper,Office Supplies,8,96.256,31.2832
CA-2014-125136,9/28/2014,Paper,Office Supplies,2,10.688,3.7408
US-2016-131149,7/10/2016,Storage,Office Supplies,3,338.04,-33.804
US-2016-131149,7/10/2016,Art,Office Supplies,4,154.24,17.352
CA-2017-101483,7/29/2017,Appliances,Office Supplies,2,34.848,6.534
CA-2017-101483,7/29/2017,Phones,Technology,5,22.0,1.375
CA-2017-101483,7/29/2017,Art,Office Supplies,3,4.368,0.3822
CA-2015-130204,9/3/2015,Storage,Office Supplies,3,31.44,8.4888
CA-2015-130204,9/3/2015,Accessories,Technology,2,17.9,3.401
CA-2015-130204,9/3/2015,Accessories,Technology,5,129.45,46.602
CA-2014-110527,8/9/2014,Labels,Office Supplies,8,20.88,9.6048
CA-2017-152807,10/30/2017,Paper,Office Supplies,4,20.736,7.2576
CA-2017-152807,10/30/2017,Furnishings,Furniture,2,7.168,0.9856
CA-2017-152807,10/30/2017,Storage,Office Supplies,2,11.168,-2.5128
CA-2017-152807,10/30/2017,Accessories,Technology,7,442.4,-55.3
CA-2014-133270,6/6/2014,Art,Office Supplies,2,13.36,4.9432
CA-2016-155670,8/13/2016,Binders,Office Supplies,8,11.232,-8.2368
CA-2016-155670,8/13/2016,Paper,Office Supplies,3,10.272,3.21
US-2014-157406,4/25/2014,Paper,Office Supplies,2,10.368,3.6288
US-2014-157406,4/25/2014,Art,Office Supplies,3,6.24,0.546
CA-2015-139094,11/22/2015,Tables,Furniture,2,206.962,-32.5226
CA-2017-168837,10/14/2017,Furnishings,Furniture,2,9.46,3.6894
CA-2017-116715,12/2/2017,Storage,Office Supplies,9,559.62,151.0974
CA-2017-116715,12/2/2017,Paper,Office Supplies,2,109.92,53.8608
CA-2017-116715,12/2/2017,Paper,Office Supplies,2,8.56,3.852
CA-2015-135622,12/8/2015,Paper,Office Supplies,11,360.712,130.7581
CA-2015-135622,12/8/2015,Phones,Technology,6,1718.4,150.36
US-2015-107349,7/13/2015,Binders,Office Supplies,6,41.568,-66.5088
CA-2014-139017,5/11/2014,Accessories,Technology,2,46.864,7.6154
CA-2014-141817,1/5/2014,Art,Office Supplies,3,19.536,4.884
CA-2015-130785,9/5/2015,Bookcases,Furniture,4,411.332,-4.8392
CA-2015-130785,9/5/2015,Binders,Office Supplies,6,28.752,9.7038
CA-2015-130785,9/5/2015,Bookcases,Furniture,3,293.199,-20.6964
CA-2016-110254,8/4/2016,Supplies,Office Supplies,2,35.06,10.518
